Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Iraq,IRQ,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.156043956043959,0.146153846153847,0.136263736263739,0.126373626373628,0.116483516483516,0.106593406593408,0.0967032967032964,0.0868131868131883,0.0769230769230767,0.0670329670329686,0.0571428571428569,0.0472527472527489,0.0373626373626372,0.0274725274725292,0.0274725274725292,0.0274725274725292,..
Iraq,IRQ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.24878672527483,4.81768846153846,4.3880066593407,3.9597413186814,3.53289243956056,3.10746002197804,2.68352702747259,2.26091441758252,1.83971826923077,1.41998219780224,1.00160585714294,0.584472131868254,0.168961675824196,0.0190280219780231,0.019055219780221,0.0190854395604408,..
Iraq,IRQ,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,40.65959,42.08692,43.51426,45.10286,46.69145,48.28004,49.86864,51.45723,52.5497,53.64218,54.73465,55.82712,56.91959,57.68344,58.44728,59.21113,59.97498,60.73883,62.17576,63.6127,65.04964,66.48658,67.92352,68.77614,69.62875,70.48136,71.33397,72.18659,72.99659,73.80659,74.6166,75.4266,76.2366,76.69316,77.14971,77.60626,78.06281,78.51936,78.14471,77.77005,77.3954,77.02075,76.64609,76.6838,76.7215,76.7592,76.7969,76.83461,76.88954,76.94447,76.9994,77.05433,77.10926,77.44235,77.77545,78.10854,..
Iraq,IRQ,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,42.11173,43.91507,45.71841,47.1388,48.55919,49.97959,51.39998,52.82037,53.55214,54.28391,55.01568,55.74745,56.47922,56.90302,57.32681,57.7506,58.1744,58.59819,55.74726,52.89634,50.04541,47.19449,44.34356,47.25034,50.15711,53.06389,55.97066,58.87744,60.0782,61.27896,62.47972,63.68048,64.88124,65.58474,66.28824,66.99174,67.69525,68.39875,68.22104,68.04333,67.86562,67.68791,67.5102,66.66499,65.81977,64.97456,64.12935,63.28414,64.15609,65.02804,65.89999,66.77194,67.64389,67.89644,68.14898,68.40153,..
Iraq,IRQ,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.36364226,5.61200838,4.13339428,2.99905461,3.69178171,3.9279652,4.64971686,3.82046695,3.31821307,5.26411877,5.9199233,5.53887318,..,..
Iraq,IRQ,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.32,..,1.049,..,..,..,..,..,..,1.81,..,..
"Iran, Islamic Rep.",IRN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.4,..,..,..,6,..,..,..,3.2,..,..,..,2.6,..,..,..,..,..,..,0.4,0.4,..,..,1,..,..,..,0.1,0.3,..,..
"Iran, Islamic Rep.",IRN,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.1,5,5,5,5,5,5,5,5,5.2,5.6,6.1,6.4,6.5,6.5,6.6,6.6,6.6,6.5,6.4,6.2,5.9,5.7,5.1,5,..
"Iran, Islamic Rep.",IRN,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.1,40.3,38.5,36.8,35.2,33.9,32.7,31.6,30.7,30,29.5,29.1,29,29,29,28.9,28.7,28.4,28,27.7,27.6,27.7,27.9,28.2,28.7,29.5,30.5
"Iran, Islamic Rep.",IRN,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5,..,..,6.90000009536743,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,849.9,883.6,857.4,850.2,882.1,883.6,879.8,875.1,884.2,884.7,821.9,917.9,924.8,908,1052.9,1220.4,1143.4,1200.6,1234.9,1066.9,1020.9,1196.8,1092.8,1201.3,1223.3,1357,1302.7,1287.1,1140.3,1445.3,1508,1615.4,1638.9,1816.7,1890.3,1845.9,1859.8,2159.6,2047.8,1833.3,1931.3,2274.5,2382,2415.1,2299.4,2575.3,2451.8,1881.1,2278,2302.8,1712.5,1743.4,1845.5,1868.7,..,..
"Iran, Islamic Rep.",IRN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123,113,103,94,87,80,73,66,60,55,51,46,43,39,36,34,32,30,29,28,27,27,26,26,26,25,..
"Iran, Islamic Rep.",IRN,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,1.68440333067941,..
"Iran, Islamic Rep.",IRN,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,0.129153013162615,..
"Iran, Islamic Rep.",IRN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.688389922335304,0.677254330061884,0.666212052807515,0.655263090572197,0.644422995859105,0.633707321171414,0.623116066509125,0.613395752024645,0.604157565138595,0.595028245774771,0.585992241429999,0.577065104607452,0.568215730300782,0.559646301051264,0.551325711852549,0.543238410201462,..
"Iran, Islamic Rep.",IRN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,36.14858,37.05846,37.96833,38.91517,39.86201,40.80885,41.75568,42.70252,43.68801,44.6735,45.65899,46.64448,47.62997,48.80952,49.98907,51.16862,52.34818,53.52773,54.73348,55.93924,57.14499,58.35075,59.55651,60.72897,61.90144,63.0739,64.24637,65.41884,66.45434,67.48984,68.52534,69.56085,70.59635,71.51632,72.4363,73.35628,74.27625,75.19623,76.07968,76.96313,77.84658,78.73003,79.61348,80.36276,81.11204,81.86132,82.6106,83.35988,84.14564,84.9314,85.71717,86.50293,87.2887,87.57333,87.85797,88.1426,..
"Iran, Islamic Rep.",IRN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,37.13168,37.6626,38.19353,38.72555,39.25757,39.78959,40.32161,40.85363,41.68975,42.52586,43.36198,44.19809,45.03421,46.07359,47.11297,48.15235,49.19173,50.23111,46.58613,42.94115,39.29617,35.65119,32.00621,35.65094,39.29567,42.9404,46.58513,50.22986,53.74322,57.25658,60.76994,64.28331,67.79667,68.54831,69.29996,70.0516,70.80325,71.55489,72.06012,72.56535,73.07059,73.57582,74.08105,74.39219,74.70333,75.01447,75.32561,75.63675,77.01676,78.39677,79.77678,81.15679,82.5368,82.85993,83.18306,83.50619,..
"Iran, Islamic Rep.",IRN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.74488392,3.6397587,4.00157739,4.40401883,4.38637194,4.47453766,5.02339127,5.38928283,5.41582194,5.8876663,6.06355948,5.94523503,5.84412037,6.28314503,7.63154127,8.01924969,7.12442249,6.9838344,6.49275923,6.8949223,..,..
"Iran, Islamic Rep.",IRN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.389,1.398,..,..,..,..,1.41,..,..,..,1.551,..,..
Kenya,KEN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.90716709007408,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.487872737385783,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.1,..,18.8,..,..,21.5,..,..,..,..,..,..,..,33.6,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.1,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.7,..,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4,35.3,37.5,37.8,35.3,33.6,33,33.4,33,32.3,32.3,33.1,34.4,34,31.8,28.2,26.3,25.7,25.7,24.8,23.8,22.8,22.1,21.5,21.2,..
Kenya,KEN,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.8,54.8,53.7,52.7,51.6,50.5,49.4,48.2,46.8,45.4,43.9,42.3,40.8,39.3,37.7,36.2,34.6,33,31.5,30.1,29,28.1,27.5,27,26.8,26.8,27.2
Kenya,KEN,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.90000009536743,..,..,..,..,7.59999990463257,..,8.10000038146973,..,..,5.80000019073486,..,..,..,..,..,5,..,..,..,..,4.09999990463257,..,..
Kenya,KEN,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.90000009536743,..,..,..,..,7.19999980926514,..,8.5,..,..,5.59999990463257,..,..,..,..,..,5.30000019073486,..,..,..,..,..,..,..
Kenya,KEN,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.90000009536743,..,..,..,..,7.90000009536743,..,7.80000019073486,..,..,6,..,..,..,..,..,4.69999980926514,..,..,..,..,..,..,..
Kenya,KEN,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,1244.7,1206.7,1249.7,1199.6,1143,1139.9,1235.3,1286.7,1303,1278.2,1270.2,1286.5,1306.3,1352.2,1396.8,1582.8,1550.8,1409.5,1282.7,1241.7,1561.6,1962.7,1675.9,1343.1,1633.8,1886.2,1568.5,1745.6,1723,1561.8,1712.4,1661.1,1461.2,1918.2,1753.1,1402.6,1397.2,1590,1427.7,1375,1639.6,1488.3,1594,1805.7,1646.1,1646.4,1773.1,1417.5,1242.8,1710.1,1514.6,1744.8,1661.5,1627.6,..,..
Kenya,KEN,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,687,678,671,669,684,698,717,729,741,755,759,765,767,768,751,728,702,680,660,633,605,584,562,540,525,510,..
Kenya,KEN,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.4005221067899,20.0581430851451,19.7157640635002,19.3733850418554,19.0310060202105,18.6886269985656,18.3462479769207,18.0038689552758,17.661489933631,17.3191109119861,16.9767318903412,16.6343528686963,16.2919738470514,15.9495948254065,15.6072158037616,15.2648367821167,..
Kenya,KEN,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.42441924730029,2.440032528135,2.45564580896971,2.47125908980442,2.48687237063913,2.50248565147384,2.51809893230856,2.53371221314327,2.54932549397798,2.56493877481269,2.5805520556474,2.59616533648211,2.61177861731682,2.62739189815153,2.64300517898624,2.65861845982096,..
Kenya,KEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.8247157259803,16.4924136895118,16.1617331137098,15.8327276974198,15.5054511394868,15.1802808615835,14.856932520036,14.5354598136897,14.2159164413901,13.8986511854252,13.5834083415055,13.2698204628505,12.9581102695651,12.6483529400327,12.340623652637,12.0348715235781,..
Kenya,KEN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,43.02347,44.03113,45.03879,45.80559,46.57239,47.33919,48.10599,48.87279,49.71628,50.55976,51.40325,52.24673,53.09022,53.83241,54.57461,55.31681,56.05901,56.80121,57.52405,58.24689,58.96972,59.69256,60.4154,60.38488,60.35436,60.32384,60.29332,60.2628,59.16547,58.06814,56.97081,55.87347,54.77614,52.90177,51.0274,49.15303,47.27867,45.4043,45.02928,44.65426,44.27924,43.90422,43.5292,46.19277,48.85635,51.51992,54.1835,56.84708,59.4679,62.08872,64.70954,67.33037,69.95119,70.55771,71.16422,71.77074,..
Kenya,KEN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,36.06553,36.88352,37.70151,38.43302,39.16453,39.89604,40.62754,41.35905,42.18361,43.00816,43.83271,44.65727,45.48182,46.27837,47.07492,47.87147,48.66802,49.46457,50.18161,50.89866,51.61571,52.33276,53.04981,52.76053,52.47126,52.18199,51.89272,51.60345,50.19094,48.77844,47.36593,45.95343,44.54093,42.86095,41.18097,39.501,37.82102,36.14104,36.12792,36.11481,36.10169,36.08857,36.07545,38.93699,41.79854,44.66008,47.52163,50.38317,52.29821,54.21324,56.12827,58.0433,59.95834,60.65565,61.35297,62.05029,..
Kenya,KEN,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2546112,4.14837559,4.1175352,4.49260472,4.1968479,4.68273816,4.62224717,4.53836443,4.44734056,4.28974554,4.36354595,4.24362134,4.07795506,3.89959146,4.16756719,3.97371597,5.2314281,5.49053237,5.56790477,5.72029126,..,..
Kenya,KEN,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.469,..,..,..,0.368,0.406,0.736,0.795,0.826,0.868,..,..,..
Libya,LBY,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Rural poverty headcount ratio at national poverty lines (% of rural population),SI.POV.RUHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.8,44.4,43.1,41.7,40.4,39.2,38.1,37,36,35.1,34.4,33.8,33.4,33.1,32.8,32.4,32,31.5,31,30.5,30.3,30.3,30.5,30.7,31.1,31.7,32.5
Libya,LBY,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.3999996185303,..,..,..,..,..,..,..,..,..
Libya,LBY,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.8999996185303,..,..,..,..,..,..,..,..,..,..,..,21.6000003814697,..,..,..,..,..,..,..,..,..
Libya,LBY,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8999996185303,..,..,..,..,..,..,..,..,..,..,..,23.2000007629395,..,..,..,..,..,..,..,..,..
Libya,LBY,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,214.7,221,255.3,235,341.9,319.9,292.4,242.3,326,219.6,229.8,581.1,627.1,398,472.4,463,286.8,435.4,351.7,386.9,550.2,769.6,756.9,579.9,595,672.1,620.8,659.9,665.7,674.5,700.9,702.3,696.2,675.7,678.5,678,836.9,705.7,652.1,637.1,619,631.3,619.3,619.3,622.8,622.6,623,621.7,634.1,669.7,661.2,675.5,661.7,672.8,..,..
Libya,LBY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,35,32,29,27,25,23,21,20,18,17,16,14,13,12,11,10,9,9,9,9,9,9,9,9,9,..
Libya,LBY,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Libya,LBY,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,38.49827,40.62296,42.74765,44.59901,46.45038,48.30174,50.1531,52.00447,53.67988,55.3553,57.03072,58.70614,60.38155,61.62438,62.8672,64.11003,65.35286,66.59568,67.54856,68.50145,69.45433,70.40722,71.3601,71.957,72.55391,73.15081,73.74772,74.34462,74.91491,75.48519,76.05548,76.62577,77.19605,77.45622,77.71639,77.97656,78.23673,78.49691,78.76178,79.02665,79.29153,79.5564,79.82127,80.34692,80.87256,81.3982,81.92385,82.44949,82.44949,82.44949,82.44949,82.44949,82.44949,82.67703,82.90457,83.13211,..
Libya,LBY,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,33.42206,35.28002,37.13799,38.78055,40.42312,42.06568,43.70825,45.35081,46.65797,47.96513,49.27229,50.57945,51.88661,53.11537,54.34412,55.57287,56.80163,58.03038,59.02295,60.01551,61.00808,62.00065,62.99321,63.66789,64.34257,65.01724,65.69192,66.3666,67.02555,67.68451,68.34346,69.00242,69.66137,69.96849,70.2756,70.58272,70.88983,71.19694,71.35321,71.50948,71.66575,71.82202,71.97829,72.13647,72.29465,72.45283,72.61101,72.76919,72.51342,72.25766,72.00189,71.74612,71.49036,71.69975,71.90915,72.11855,..
Libya,LBY,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.27753681,3.35009282,3.45644575,3.90036944,3.64702626,3.40765496,4.05766524,4.56836292,4.06371504,3.46061724,2.70538066,2.5091272,2.62642263,2.04113186,3.1625065,3.05255664,4.77000711,4.29879351,4.33485587,4.96893503,..,..
Libya,LBY,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.512,..,..,..,..,..,..,4.762,..,..,..,5.47,6.923,6.8,..,..,..,6.905,..,..
